Program	Witness Set
+[->]<-oo-<o	(('', '11'), ('0', ''), ('1', '110'))
-[+<+]oo>o	(('', '11'), ('0', ''), ('1', '111'))
+[-o]>oo	(('0', '0'), ('1', ''), ('10', '00'))
+[<]>[<+o]	(('0', '0'), ('1', ''), ('11', '00'))
>-[<-]+o<o	(('0', '0'), ('1', ''), ('10', '01'))
>+[<-]+o<o	(('0', '0'), ('1', ''), ('11', '01'))
[+[<+o]+>]	(('0', '0'), ('1', ''), ('10', '10'))
+[-<]>[o-]	(('0', '0'), ('1', ''), ('11', '10'))
+[<-]>[<-o]	(('0', '0'), ('1', ''), ('10', '11'))
[>]<+o<o	(('0', '1'), ('1', ''), ('10', '11'))
>[>o]<+oo	(('', '00'), ('1', ''), ('101', '1'))
+[o+]>>o	(('', '01'), ('1', ''), ('110', '0'))
>+[+<]>[o-]	(('', '10'), ('1', ''), ('110', '0'))
+[+o<]>[-o]	(('', '10'), ('1', ''), ('111', '0'))
+[>-o<+]>>o	(('', '10'), ('1', ''), ('101', '1'))
>+[<]+<-o<o	(('', '11'), ('1', ''), ('111', '0'))
+[>]<<+o	(('', '0'), ('00', ''), ('000', '1'))
>[<+]>+o	(('', '0'), ('00', ''), ('100', '1'))
>-[>+o>]	(('', '0'), ('00', ''), ('110', '1'))
>-[<[->]<+o]	(('', '0'), ('00', ''), ('1', '110'))
[>-oo->]<+o	(('', '0'), ('00', ''), ('1', '111'))
>+[<[o<+]+]o	(('', '0'), ('01', ''), ('1', '101'))
[>-]<+o	(('', '0'), ('10', ''), ('110', '1'))
>>+o<[+o]	(('', '0'), ('0', '0'), ('00', '01'))
>[<-o]+o	(('', '0'), ('0', '0'), ('10', '01'))
>[<+]+o>o	(('', '0'), ('0', '0'), ('01', '11'))
<+o>[+o]	(('', '0'), ('00', '01'), ('1', '0'))
>[-o>]<+o	(('', '0'), ('0', '1'), ('01', '01'))
>+[<]>>+o	(('', '0'), ('0111', ''), ('1', '1'))
<+[>]<o<-o	(('', '0'), ('1', '1'), ('10', '00'))
+[<]>[<+o]-o	(('', '0'), ('1', '1'), ('11', '00'))
[o<]>+o	(('', '0'), ('00', '01'), ('1', '1'))
[>]+<<>o<o	(('', '0'), ('1', '1'), ('10', '01'))
[>-o>]<+o	(('', '0'), ('1', '1'), ('11', '01'))
+[o<]>-o	(('', '0'), ('01', '10'), ('1', '1'))
[<+]+o>>o	(('', '0'), ('1', '1'), ('10', '10'))
[o[>]]<+o	(('', '0'), ('1', '1'), ('10', '11'))
[>>]<-o	(('', '1'), ('00', ''), ('000', '1'))
-o>-[<+o]	(('', '1'), ('00', ''), ('1', '010'))
>-o<[-o>]	(('', '1'), ('00', ''), ('1', '100'))
-o>+[<+o]	(('', '1'), ('01', ''), ('1', '010'))
-[>]<<-o	(('', '1'), ('11', ''), ('111', '0'))
[o[>]]<-o	(('', '1'), ('0', '0'), ('01', '00'))
<-[>]<o<+o	(('', '1'), ('0', '0'), ('00', '01'))
[<-]-o>>o	(('', '1'), ('0', '0'), ('01', '01'))
-[o<]>+o	(('', '1'), ('0', '0'), ('10', '01'))
[>+o>]<-o	(('', '1'), ('0', '0'), ('00', '10'))
[>]-<<>o<o	(('', '1'), ('0', '0'), ('01', '10'))
[o<]>-o	(('', '1'), ('0', '0'), ('11', '10'))
+>-[<-]-o-<o	(('', '1'), ('0', '0'), ('00', '11'))
>[+o>]<-o	(('', '1'), ('1', '0'), ('10', '10'))
>[<-]-o>o	(('', '1'), ('0', '1'), ('10', '00'))
>[<+o]-o	(('', '1'), ('0', '1'), ('01', '10'))
<-o>[-o]	(('', '1'), ('0', '1'), ('11', '10'))
>>-o<[-o]	(('', '1'), ('1', '1'), ('11', '10'))
>-[>]<-o	(('0', '0'), ('00', ''), ('10', '0'))
>[->]<o	(('0', '0'), ('00', ''), ('11', '0'))
>[<-]<o	(('0', '0'), ('00', ''), ('10', '1'))
>-<[-[o>]>]	(('0', '0'), ('00', ''), ('1', '01'))
>+[<]>-o	(('00', ''), ('01', '1'), ('1', '0'))
-[o<]>-oo	(('0', '11'), ('00', ''), ('1', '0'))
>-[<+<+o>]oo	(('', '011'), ('00', ''), ('1', '0'))
-o>-[<-o]	(('', '101'), ('00', ''), ('1', '0'))
>[<]>-o	(('0', '1'), ('00', ''), ('10', '0'))
>[<+]-o	(('0', '1'), ('00', ''), ('10', '1'))
-[o>]>-o	(('0', '1'), ('00', ''), ('1', '01'))
->-[<+o+]	(('0', '00'), ('00', ''), ('1', '1'))
>-o[<+]o	(('0', '10'), ('00', ''), ('1', '1'))
>-[<+]>o<oo	(('', '000'), ('00', ''), ('1', '1'))
>-[<+][o>]>o	(('', '001'), ('00', ''), ('1', '1'))
>-[<+][o+]>o	(('', '010'), ('00', ''), ('1', '1'))
>+[+[<+]>o]	(('', '011'), ('00', ''), ('1', '1'))
>-[>-o<+<+]	(('', '110'), ('00', ''), ('1', '1'))
>-o<+[>oo]	(('', '111'), ('00', ''), ('1', '1'))
-[>]>+o	(('0', '0'), ('01', ''), ('10', '0'))
>+[<+]>o>o	(('0', '10'), ('01', ''), ('1', '0'))
->+[<-]>o<o	(('0', '11'), ('01', ''), ('1', '0'))
>+[o[<]>>-]	(('', '010'), ('01', ''), ('1', '0'))
>+o<+[+o>]	(('', '011'), ('01', ''), ('1', '0'))
-o>+[<-o]	(('', '101'), ('01', ''), ('1', '0'))
>+[<-]<-o>o	(('0', '1'), ('01', ''), ('1', '00'))
[[>]<+<-o]	(('0', '10'), ('01', ''), ('1', '1'))
>+[<+>+]<o	(('1', '0'), ('10', ''), ('11', '1'))
>+[+>]<o	(('0', '1'), ('10', ''), ('11', '1'))
<+o>-[-o]	(('', '00'), ('0', '0'), ('11', '0'))
>+o<-[>o]	(('', '00'), ('0', '0'), ('00', '1'))
>+o<-[-o]	(('', '00'), ('0', '0'), ('10', '1'))
[o<-<]+oo	(('', '00'), ('0', '0'), ('11', '1'))
-[<]+o<o	(('', '00'), ('0', '0'), ('1', '00'))
>-[[<]+o>-]	(('', '00'), ('0', '0'), ('1', '01'))
[o+>]<+o<o	(('', '00'), ('0', '0'), ('1', '10'))
<+[>]<o+[<]-o	(('', '00'), ('0', '0'), ('1', '11'))
[>]+o<-o	(('', '01'), ('0', '0'), ('10', '0'))
>+[o>]<<-o	(('', '01'), ('0', '0'), ('01', '1'))
>+o<+[+o]	(('', '01'), ('0', '0'), ('10', '1'))
+[+<+o]>o	(('', '01'), ('0', '0'), ('11', '1'))
+[<-]-o>+o	(('', '01'), ('0', '0'), ('1', '10'))
>+[+<+]-o>o	(('', '01'), ('0', '0'), ('1', '11'))
-[o>]+[>]<o	(('', '10'), ('0', '0'), ('01', '1'))
-[+<-o]>+o	(('', '10'), ('0', '0'), ('10', '1'))
-[<-o]>>+o	(('', '10'), ('0', '0'), ('11', '1'))
-[>+<o-]>+o	(('', '10'), ('0', '0'), ('1', '01'))
>-[<]>o-o	(('', '10'), ('0', '0'), ('1', '10'))
<-[>]<o-[<]o	(('', '10'), ('0', '0'), ('1', '11'))
[+>]<-o<<o	(('', '11'), ('0', '0'), ('01', '1'))
[o<+<]-oo	(('', '11'), ('0', '0'), ('10', '1'))
-[o<]+<>o	(('', '11'), ('0', '0'), ('1', '00'))
-[<+]+o>o	(('', '11'), ('0', '0'), ('1', '10'))
-[<+]+o<o	(('', '11'), ('0', '0'), ('1', '11'))
>+[o-]<+o	(('', '00'), ('01', '1'), ('1', '0'))
+>+[o<]>-o	(('', '00'), ('1', '0'), ('11', '1'))
+[o<]+<>o	(('', '00'), ('0', '11'), ('1', '0'))
>+[<<+o>]-o	(('', '01'), ('1', '0'), ('11', '1'))
+[>+<+]+o>o	(('', '01'), ('0', '00'), ('1', '0'))
+[>+<o-]>+o	(('', '01'), ('0', '10'), ('1', '0'))
-[o<]>-o	(('', '10'), ('01', '0'), ('1', '0'))
+[+o>]>+o	(('', '10'), ('1', '0'), ('10', '1'))
>+[<-o<]>-o	(('', '10'), ('1', '0'), ('11', '1'))
-[o+>]<+o<o	(('', '10'), ('0', '00'), ('1', '0'))
+[>-o>]+o	(('', '10'), ('0', '10'), ('1', '0'))
+[<+]+o>o	(('', '10'), ('0', '11'), ('1', '0'))
->+[<o+]-o	(('', '11'), ('1', '0'), ('11', '1'))
[>]<+[<]+o<o	(('', '11'), ('0', '00'), ('1', '0'))
[+<+]-o<>o	(('', '11'), ('0', '01'), ('1', '0'))
>+[<+[>]+<+o]	(('', '11'), ('0', '10'), ('1', '0'))
+[<+]+o<o	(('', '11'), ('0', '11'), ('1', '0'))
+>-[<o-]+o	(('', '00'), ('0', '1'), ('00', '0'))
-[<+o+]-o	(('', '00'), ('0', '1'), ('1', '00'))
>-[<-[>]-<-o]	(('', '00'), ('0', '1'), ('1', '01'))
[-<-]+o<>o	(('', '00'), ('0', '1'), ('1', '10'))
[>]<-[<]-o<o	(('', '00'), ('0', '1'), ('1', '11'))
>-[<+o<]>+o	(('', '01'), ('0', '1'), ('00', '0'))
-[-o>]>-o	(('', '01'), ('0', '1'), ('01', '0'))
-[<-]-o>o	(('', '01'), ('0', '1'), ('1', '00'))
-[>+o>]-o	(('', '01'), ('0', '1'), ('1', '01'))
+[o->]<-o<o	(('', '01'), ('0', '1'), ('1', '11'))
>-[<<-o>]+o	(('', '10'), ('0', '1'), ('00', '0'))
-[>-<o+]>-o	(('', '10'), ('0', '1'), ('1', '01'))
-[<-o]-o	(('', '10'), ('0', '1'), ('1', '10'))
-[>+<+]-o>o	(('', '10'), ('0', '1'), ('1', '11'))
->-[o<]>+o	(('', '11'), ('0', '1'), ('00', '0'))
>-[o+]<-o	(('', '11'), ('0', '1'), ('10', '0'))
>-o<+[+o]	(('', '11'), ('0', '1'), ('11', '0'))
-[o<]-<>o	(('', '11'), ('0', '1'), ('1', '00'))
>-[<[<+]+o]	(('', '00'), ('000', ''), ('1', '1'))
[->]<+o<<o	(('', '00'), ('1', '1'), ('10', '0'))
+[<+o+]-o	(('', '00'), ('0', '00'), ('1', '1'))
+[<-]-o>o	(('', '00'), ('0', '01'), ('1', '1'))
+[o<]-<>o	(('', '00'), ('0', '11'), ('1', '1'))
>+[[<]>>+o]	(('', '01'), ('000', ''), ('1', '1'))
+[<+o]>>-o	(('', '01'), ('00', '0'), ('1', '1'))
+[+<+]-o>o	(('', '01'), ('01', '0'), ('1', '1'))
+[o>]-[>]<o	(('', '01'), ('1', '1'), ('10', '0'))
<+[>]<o+[<]o	(('', '01'), ('0', '00'), ('1', '1'))
>+[<]>o+o	(('', '01'), ('0', '01'), ('1', '1'))
+[>-<o+]>-o	(('', '01'), ('0', '10'), ('1', '1'))
-[-<-o]>o	(('', '10'), ('00', '0'), ('1', '1'))
>-o<-[-o]	(('', '10'), ('01', '0'), ('1', '1'))
>-[o>]<<+o	(('', '10'), ('1', '1'), ('10', '0'))
[>]-o<+o	(('', '10'), ('01', '1'), ('1', '1'))
>-[-<-]+o>o	(('', '10'), ('0', '00'), ('1', '1'))
-[<+]+o>-o	(('', '10'), ('0', '01'), ('1', '1'))
>-o<+[>o]	(('', '11'), ('1', '1'), ('11', '0'))
<-o>+[+o]	(('', '11'), ('00', '1'), ('1', '1'))
<-[>]<o-[<]+o	(('', '11'), ('0', '00'), ('1', '1'))
[o->]<-o<o	(('', '11'), ('0', '01'), ('1', '1'))
>+[[<]-o>+]	(('', '11'), ('0', '10'), ('1', '1'))
+[<]-o<o	(('', '11'), ('0', '11'), ('1', '1'))
-[+o<]>o	(('0', ''), ('00', '0'), ('1', '11'))
-[-o<-]>o	(('', '000'), ('0', ''), ('00', '0'))
-[<+oo]>o	(('', '001'), ('0', ''), ('00', '0'))
-[<+o]>o<o	(('', '010'), ('0', ''), ('00', '0'))
-[>+o<-]>o	(('', '011'), ('0', ''), ('00', '0'))
-[o-o]>o	(('', '100'), ('0', ''), ('00', '0'))
-[o-<-]>o	(('', '110'), ('0', ''), ('00', '0'))
>[>+<+]>o	(('0', ''), ('00', '1'), ('01', '0'))
[>]+[<-o]	(('0', ''), ('01', '0'), ('1', '01'))
>+[<-]<o>o	(('0', ''), ('01', '0'), ('1', '10'))
>+[<-]<o<o	(('0', ''), ('01', '0'), ('1', '11'))
[>]<+<o<oo	(('', '000'), ('0', ''), ('01', '0'))
[>]<+<o<[o+]	(('', '001'), ('0', ''), ('01', '0'))
-[<-]>[-o<o]	(('', '010'), ('0', ''), ('01', '0'))
[>]-<+<[o>o]	(('', '011'), ('0', ''), ('01', '0'))
[>]<-[o-o]	(('', '100'), ('0', ''), ('01', '0'))
-[o<+]>[<+]o	(('', '101'), ('0', ''), ('01', '0'))
>+[<-o]-<o	(('', '110'), ('0', ''), ('01', '0'))
>[<+]>o	(('0', ''), ('00', '1'), ('10', '0'))
>-<-[o>]	(('0', ''), ('1', '01'), ('10', '0'))
>-<-[>]<o<o	(('0', ''), ('1', '10'), ('10', '0'))
>-[<+]<-o<o	(('0', ''), ('1', '11'), ('10', '0'))
-[<+o->-o]	(('', '000'), ('0', ''), ('10', '0'))
-[<+o>-o]	(('', '001'), ('0', ''), ('10', '0'))
-[>>+o<-o]	(('', '010'), ('0', ''), ('10', '0'))
-[>->+[o<]]	(('', '011'), ('0', ''), ('10', '0'))
-o[>-o<-]	(('', '110'), ('0', ''), ('10', '0'))
-o[+>]<o	(('0', ''), ('1', '01'), ('11', '0'))
>+[<+]<-o<o	(('0', ''), ('1', '11'), ('11', '0'))
-[>+[<]+o>]	(('', '010'), ('0', ''), ('11', '0'))
-[>+[>]<o<]	(('', '011'), ('0', ''), ('11', '0'))
>[<]<-[o+]	(('0', ''), ('00', '1'), ('1', '01'))
>-[-<-]>-o>o	(('0', ''), ('00', '1'), ('1', '10'))
+[>]<-<o<o	(('0', ''), ('00', '1'), ('1', '11'))
[+>]<+<o<oo	(('', '000'), ('0', ''), ('00', '1'))
-[-o<-]>[+o]	(('', '001'), ('0', ''), ('00', '1'))
[+>]<+[o+]+<o	(('', '010'), ('0', ''), ('00', '1'))
>-[<]>-[o+o]	(('', '011'), ('0', ''), ('00', '1'))
+>-[<+o]<o	(('', '100'), ('0', ''), ('00', '1'))
+>-[<+o]+<o	(('', '101'), ('0', ''), ('00', '1'))
>[+o]<-o[o-]	(('', '110'), ('0', ''), ('00', '1'))
>[+o]<-ooo	(('', '111'), ('0', ''), ('00', '1'))
>[<o]+<-oo	(('0', ''), ('1', '00'), ('10', '1'))
>-[<-]<o>o	(('0', ''), ('1', '10'), ('10', '1'))
>+<-[+o>]	(('0', ''), ('1', '11'), ('10', '1'))
-[>+o+[o-]]	(('', '010'), ('0', ''), ('10', '1'))
-[>+o+oo>]	(('', '011'), ('0', ''), ('10', '1'))
-[<-o>-o]	(('', '100'), ('0', ''), ('10', '1'))
-[<-o+>-o]	(('', '101'), ('0', ''), ('10', '1'))
>-[<-o]-<o	(('', '110'), ('0', ''), ('10', '1'))
>-[<-o]<o	(('', '111'), ('0', ''), ('10', '1'))
-[>]<[o+]	(('0', ''), ('1', '01'), ('11', '1'))
-[+o>+o>]	(('0', ''), ('1', '10'), ('11', '1'))
-[+o>]<o	(('0', ''), ('1', '11'), ('11', '1'))
-[>[o<-]+<]	(('', '001'), ('0', ''), ('11', '1'))
-[>[<+]+o<o]	(('', '010'), ('0', ''), ('11', '1'))
-[>>-o<+o]	(('', '101'), ('0', ''), ('11', '1'))
>+[<-o]>-o	(('', '110'), ('0', ''), ('11', '1'))
-[-<+oo]>o	(('', '000'), ('0', ''), ('1', '00'))
[+>]<+oo+<o	(('', '001'), ('0', ''), ('1', '00'))
-[>+o<o-o<]	(('', '010'), ('0', ''), ('1', '00'))
-[o+[<]+]	(('', '100'), ('0', ''), ('1', '00'))
>-[-<-[>]<o<]	(('', '000'), ('0', ''), ('1', '01'))
-[+>+[o<]<+]	(('', '001'), ('0', ''), ('1', '01'))
-[>+o<+<-o]	(('', '010'), ('0', ''), ('1', '01'))
-[>+o+o-<-]	(('', '011'), ('0', ''), ('1', '01'))
-[>-<o-]>o	(('', '100'), ('0', ''), ('1', '01'))
-[[o-]-o>]	(('', '101'), ('0', ''), ('1', '01'))
-o[>-o+<-]	(('', '111'), ('0', ''), ('1', '01'))
-[-[o<+o]<-o]	(('', '000'), ('0', ''), ('1', '10'))
-[+[o<+]<+oo]	(('', '001'), ('0', ''), ('1', '10'))
-[+[<+]+o]	(('', '010'), ('0', ''), ('1', '10'))
-[+[o<]+o<->]	(('', '011'), ('0', ''), ('1', '10'))
-[>-o<<+o]	(('', '100'), ('0', ''), ('1', '10'))
-[>>-o<+<-]>o	(('', '101'), ('0', ''), ('1', '10'))
-[+[<]-o-]	(('', '110'), ('0', ''), ('1', '10'))
-[>+[+o<o-]]	(('', '111'), ('0', ''), ('1', '10'))
[<+]>-[<+o]o	(('', '000'), ('0', ''), ('1', '11'))
-[>+<+]>o[o+]	(('', '001'), ('0', ''), ('1', '11'))
-[+[o<-]+o>+]	(('', '010'), ('0', ''), ('1', '11'))
-[+[o<-]+o]	(('', '011'), ('0', ''), ('1', '11'))
-[>-o<-]>o	(('', '100'), ('0', ''), ('1', '11'))
-[>-[o<-]<+]	(('', '101'), ('0', ''), ('1', '11'))
-[>-o<<-o]	(('', '110'), ('0', ''), ('1', '11'))
+[+o<]-<>oo	(('', '111'), ('0', ''), ('1', '11'))
+[-o<]>o	(('0', '00'), ('1', ''), ('10', '0'))
+[o+<+]>o	(('', '001'), ('1', ''), ('10', '0'))
+[o+o]>o	(('', '011'), ('1', ''), ('10', '0'))
+[<-o]>o<o	(('', '101'), ('1', ''), ('10', '0'))
+[<-oo]>o	(('', '110'), ('1', ''), ('10', '0'))
+[+o<+]>o	(('', '111'), ('1', ''), ('10', '0'))
>[<-]>o	(('01', '1'), ('1', ''), ('11', '0'))
-[>]<+<o<o	(('0', '00'), ('1', ''), ('11', '0'))
>+[+<+]>+o>o	(('0', '01'), ('1', ''), ('11', '0'))
>[<]<+[o-]	(('0', '10'), ('1', ''), ('11', '0'))
>[-o]<+ooo	(('', '000'), ('1', ''), ('11', '0'))
>[-o]<+o[o+]	(('', '001'), ('1', ''), ('11', '0'))
->+[<-o]-<o	(('', '010'), ('1', ''), ('11', '0'))
->+[<-o]<o	(('', '011'), ('1', ''), ('11', '0'))
>+[<]>+[o-o]	(('', '100'), ('1', ''), ('11', '0'))
[->]<-[o-]-<o	(('', '101'), ('1', ''), ('11', '0'))
+[+o<+]>[-o]	(('', '110'), ('1', ''), ('11', '0'))
[->]<-<o<oo	(('', '111'), ('1', ''), ('11', '0'))
>-[<+]<o<o	(('0', '00'), ('1', ''), ('10', '1'))
>-[<+]<o>o	(('0', '01'), ('1', ''), ('10', '1'))
[>]+[<+o]	(('0', '10'), ('1', ''), ('10', '1'))
>-[<+o]+<o	(('', '001'), ('1', ''), ('10', '1'))
+[o<-]>[<-]o	(('', '010'), ('1', ''), ('10', '1'))
[>]<+[o+o]	(('', '011'), ('1', ''), ('10', '1'))
[>]+<-<[o>o]	(('', '100'), ('1', ''), ('10', '1'))
+[<+]>[+o<o]	(('', '101'), ('1', ''), ('10', '1'))
[>]<-<o<[o-]	(('', '110'), ('1', ''), ('10', '1'))
>>+o[<]<o	(('', '0'), ('0', '00'), ('00', '0'))
+[>]<o-o	(('', '0'), ('0', '10'), ('00', '0'))
[o+<]>+o	(('', '0'), ('00', '0'), ('1', '10'))
+>-[<o+]<-o	(('', '0'), ('0', '11'), ('00', '0'))
[o-]>+o	(('', '0'), ('0', '00'), ('01', '0'))
<+o>[-o]	(('', '0'), ('01', '0'), ('1', '00'))
[+>]+o<o	(('', '0'), ('0', '01'), ('01', '0'))
>+[o<]<o	(('', '0'), ('01', '0'), ('1', '01'))
>[<]<+o-o	(('', '0'), ('0', '10'), ('01', '0'))
[o>>]<+o	(('', '0'), ('01', '0'), ('1', '10'))
+>+[<o+]>+o	(('', '0'), ('0', '11'), ('01', '0'))
[->]+o<o	(('', '0'), ('1', '00'), ('10', '0'))
<+[>]<o-o	(('', '0'), ('1', '10'), ('10', '0'))
[->]<+o<-o	(('', '0'), ('1', '11'), ('10', '0'))
>-[<-]-o	(('', '0'), ('10', '1'), ('11', '0'))
[-o-]>+o	(('', '0'), ('1', '00'), ('11', '0'))
>-[<+]>o-o	(('', '0'), ('1', '10'), ('11', '0'))
>+[<[o<-]]+o	(('', '0'), ('1', '11'), ('11', '0'))
>+o<[-o]	(('', '0'), ('00', '1'), ('1', '00'))
+o[>]<-o	(('', '0'), ('0', '10'), ('00', '1'))
+o>-[<-]o	(('', '0'), ('0', '11'), ('00', '1'))
+[o<+<]-oo	(('', '0'), ('00', '1'), ('1', '11'))
+[o<-<]+oo	(('', '0'), ('01', '1'), ('1', '00'))
-[+<+o]>o	(('', '0'), ('01', '1'), ('1', '01'))
[+o+]>+o	(('', '0'), ('0', '10'), ('01', '1'))
[<-o]>>+o	(('', '0'), ('01', '1'), ('1', '10'))
+o>+[<-]o	(('', '0'), ('0', '11'), ('01', '1'))
>-[-o<]<o	(('', '0'), ('1', '00'), ('10', '1'))
[o>[<]]>+o	(('', '0'), ('1', '10'), ('10', '1'))
[o>+>]<+o	(('', '0'), ('1', '11'), ('10', '1'))
>+[o<[>]]<o	(('', '0'), ('1', '00'), ('11', '1'))
[o<]+<>o	(('', '0'), ('0', '00'), ('1', '11'))
[>+<+]+o>o	(('', '0'), ('0', '01'), ('1', '00'))
+[o+>]<+o<o	(('', '0'), ('0', '10'), ('1', '00'))
[+[<+]<]+o<o	(('', '0'), ('0', '11'), ('1', '00'))
[>+<o-]>+o	(('', '0'), ('0', '01'), ('1', '10'))
-[<-]-o>+o	(('', '0'), ('0', '10'), ('1', '01'))
>+[<-]-o>+o	(('', '0'), ('0', '11'), ('1', '01'))
[>-o>]+o	(('', '0'), ('0', '10'), ('1', '10'))
[<+]+o>o	(('', '0'), ('0', '10'), ('1', '11'))
[>-o[<+]<]+o	(('', '0'), ('0', '11'), ('1', '10'))
[<+]+o<o	(('', '0'), ('0', '11'), ('1', '11'))
[+>]<-o<+o	(('', '1'), ('0', '00'), ('00', '0'))
>-[o<]<o	(('', '1'), ('0', '10'), ('00', '0'))
>+[+[>]<o<]	(('', '1'), ('0', '11'), ('00', '0'))
>+[<+]+o	(('', '1'), ('00', '1'), ('01', '0'))
[o>->]<-o	(('', '1'), ('0', '00'), ('01', '0'))
[o>[<]]>-o	(('', '1'), ('0', '01'), ('01', '0'))
>+[+o<]<o	(('', '1'), ('0', '11'), ('01', '0'))
-o>-[<+]o	(('', '1'), ('1', '00'), ('10', '0'))
[<+o]>>-o	(('', '1'), ('0', '01'), ('10', '0'))
[-o-]>-o	(('', '1'), ('1', '01'), ('10', '0'))
+[-<-o]>o	(('', '1'), ('0', '10'), ('10', '0'))
-[o<+<]-oo	(('', '1'), ('0', '11'), ('10', '0'))
-[o<-<]+oo	(('', '1'), ('0', '00'), ('11', '0'))
-o>+[<+]o	(('', '1'), ('1', '00'), ('11', '0'))
-o[>]<+o	(('', '1'), ('1', '01'), ('11', '0'))
>-o<[+o]	(('', '1'), ('0', '11'), ('11', '0'))
>-[<[o<+]]-o	(('', '1'), ('0', '00'), ('00', '1'))
>+[<-]>o+o	(('', '1'), ('0', '01'), ('00', '1'))
>>-o[<]<o	(('', '1'), ('0', '10'), ('00', '1'))
[+o+]>-o	(('', '1'), ('0', '11'), ('00', '1'))
<-[>]<o+o	(('', '1'), ('0', '01'), ('01', '1'))
[+>]-o<o	(('', '1'), ('0', '11'), ('01', '1'))
+>-[<-]-o<o	(('', '1'), ('1', '00'), ('10', '1'))
[o>>]<-o	(('', '1'), ('0', '01'), ('10', '1'))
>[<]<-o+o	(('', '1'), ('1', '01'), ('10', '1'))
[->]-o<o	(('', '1'), ('1', '10'), ('10', '1'))
<-o>[+o]	(('', '1'), ('0', '11'), ('10', '1'))
[o+]>-o	(('', '1'), ('1', '11'), ('10', '1'))
+>+[<-]-o<o	(('', '1'), ('1', '00'), ('11', '1'))
[o-<]>-o	(('', '1'), ('0', '01'), ('11', '1'))
-[>]<o+o	(('', '1'), ('1', '01'), ('11', '1'))
[<+o+]-o	(('', '1'), ('0', '00'), ('1', '00'))
[<-]-o>o	(('', '1'), ('0', '00'), ('1', '01'))
[o<]-<>o	(('', '1'), ('0', '00'), ('1', '11'))
[>+o[<-]<]-o	(('', '1'), ('0', '01'), ('1', '00'))
>-[<+]+o>-o	(('', '1'), ('0', '10'), ('1', '00'))
[+[<]<+]-o<o	(('', '1'), ('0', '11'), ('1', '00'))
[>+o>]-o	(('', '1'), ('0', '01'), ('1', '01'))
[>-<o+]>-o	(('', '1'), ('0', '01'), ('1', '10'))
-[o->]<-o<o	(('', '1'), ('0', '11'), ('1', '01'))
[>+<+]-o>o	(('', '1'), ('0', '11'), ('1', '10'))
-[<+>+]<o	(('', '0'), ('0', ''), ('00', ''), ('1', '1'))
-[->]<o	(('', '0'), ('0', ''), ('1', ''), ('11', '0'))
->[<]<o	(('0', ''), ('1', '0'), ('10', ''), ('11', ''))
>+[+<+]>o	(('0', ''), ('1', '1'), ('10', ''), ('11', ''))
[>]<-o<<o	(('', '11'), ('0', ''), ('1', '0'), ('10', ''))
>-<-[-[<]>o>]	(('', '00'), ('0', ''), ('1', '1'), ('10', ''))
-[>+<+]>[o+]	(('', '01'), ('0', ''), ('1', '1'), ('10', ''))
>+[<-[o-]]	(('', '10'), ('0', ''), ('1', '0'), ('11', ''))
+[+o-<]>+o	(('', '11'), ('0', ''), ('1', '0'), ('11', ''))
+[<-]->+[<o]o	(('', '00'), ('0', ''), ('1', '1'), ('11', ''))
>>-[<+]>+[>o]	(('', '01'), ('0', ''), ('1', '1'), ('11', ''))
>+[<-][o>-]	(('', '10'), ('0', ''), ('1', '1'), ('11', ''))
-[>+[+o<-]]	(('', '11'), ('0', ''), ('1', '1'), ('11', ''))
>-[-<-]>o	(('0', '0'), ('00', ''), ('01', ''), ('1', ''))
+>[<]<o	(('0', '1'), ('00', ''), ('01', ''), ('1', ''))
+[>-[-o<+]]	(('', '00'), ('0', '0'), ('00', ''), ('1', ''))
>+[>+[<+]o]	(('', '01'), ('0', '0'), ('00', ''), ('1', ''))
>>+[<-]>-[>o]	(('', '10'), ('0', '0'), ('00', ''), ('1', ''))
-[<+]+>-[<o]o	(('', '11'), ('0', '0'), ('00', ''), ('1', ''))
-[-o+<]>-o	(('', '00'), ('0', '1'), ('00', ''), ('1', ''))
>-[<+[o+]]	(('', '01'), ('0', '1'), ('00', ''), ('1', ''))
+[>+<+]>[o-]	(('', '10'), ('0', '0'), ('01', ''), ('1', ''))
>+<+[+[<]>o>]	(('', '11'), ('0', '0'), ('01', ''), ('1', ''))
[>]<+o<<o	(('', '00'), ('0', '1'), ('01', ''), ('1', ''))
[>]<-<-<o	(('', '0'), ('01', ''), ('1', '1'), ('10', ''))
[>]<+<+<o	(('', '1'), ('0', '0'), ('01', ''), ('10', ''))
-[-o<]>[+o]	(('', '01'), ('0', ''), ('00', '1'), ('1', ''))
+[+[o<+]->]	(('', '10'), ('0', ''), ('00', '1'), ('1', ''))
+[+[o-]>o]	(('', '10'), ('0', ''), ('01', '1'), ('1', ''))
[+>]<-<o<o	(('', '11'), ('0', ''), ('00', '1'), ('1', ''))
+[+[o<]>o]	(('', '11'), ('0', ''), ('01', '1'), ('1', ''))
>+[-<-]>o	(('', '0'), ('0', ''), ('00', '0'), ('01', ''))
[+>]<+o<>o	(('', '0'), ('0', ''), ('1', '00'), ('10', ''))
-[-[o<]>-o]	(('', '0'), ('0', ''), ('1', '10'), ('10', ''))
<-[>]<-[<o]o	(('', '0'), ('0', ''), ('1', '11'), ('10', ''))
-[<]>[-o]	(('', '0'), ('0', ''), ('01', '0'), ('11', ''))
